comp	P1	P2	P3	P4	Dstat	ABBA	BABA	se	Zscore	abs.z
4	c_lp_do_0153	c_lp_sm_0156	c_ll_cr_0205	cat_autosomes	0.00823130443089	31663	31146	0.0290946797414	0.282914419545143	0.282914419545143
4	c_lp_do_0153	c_lp_sm_0156	c_ll_ki_0090	cat_autosomes	-0.00266250705968	37084	37282	0.0299024606942	-0.08903973110803	0.08903973110803
4	c_lp_do_0153	c_lp_sm_0156	c_ll_ki_0091	cat_autosomes	0.0077834179357	31269	30786	0.0299748289989	0.259665132234303	0.259665132234303
4	c_lp_do_0153	c_lp_sm_0156	c_ll_vl_0112	cat_autosomes	0.001527123033	37710	37595	0.0278099336918	0.054912861351061	0.054912861351061
4	c_lp_do_0153	c_lp_sm_0156	c_ll_vl_0113	cat_autosomes	0.000990160282196	32350	32286	0.0298972447733	0.03311878033257	0.03311878033257
4	c_lp_do_0153	c_lp_sm_0156	c_ll_ya_0138	cat_autosomes	0.00869677460994	31258	30719	0.0297124136972	0.292698354922258	0.292698354922258
4	c_lp_do_0153	c_lp_sm_0156	c_ll_ya_0146	cat_autosomes	-0.00460879466464	36716	37056	0.0262313754089	-0.175697789109308	0.175697789109308
4	c_lp_do_0153	c_lp_sm_0161	a_ll_pv_0223	cat_autosomes	-0.04411568197	25037	27348	0.0317071612137	-1.39134757831737	1.39134757831737
4	c_lp_do_0153	c_lp_sm_0161	c_ll_ba_0227	cat_autosomes	-0.0387336456146	29756	32154	0.0284095912761	-1.36340031217504	1.36340031217504
4	c_lp_do_0153	c_lp_sm_0161	c_ll_ba_0229	cat_autosomes	-0.039189867068	30646	33146	0.0280097211562	-1.39915234605344	1.39915234605344
4	c_lp_do_0153	c_lp_sm_0161	c_ll_ca_0241	cat_autosomes	-0.0407046162912	30932	33557	0.0277045779006	-1.46923791574238	1.46923791574238
4	c_lp_do_0153	c_lp_sm_0161	c_ll_ca_0242	cat_autosomes	-0.0441944994774	30635	33468	0.0291710921015	-1.51501011081884	1.51501011081884
4	c_lp_do_0153	c_lp_sm_0161	c_ll_cr_0205	cat_autosomes	-0.0384678165297	26508	28629	0.0285740313971	-1.34625093656207	1.34625093656207
4	c_lp_do_0153	c_lp_sm_0161	c_ll_ki_0090	cat_autosomes	-0.0445704774528	30997	33889	0.0294240848444	-1.5147617228708	1.5147617228708
4	c_lp_do_0153	c_lp_sm_0161	c_ll_ki_0091	cat_autosomes	-0.0381549815498	26066	28134	0.0290607195484	-1.31294001465634	1.31294001465634
4	c_lp_do_0153	c_lp_sm_0161	c_ll_vl_0112	cat_autosomes	-0.0380107115532	31433	33917	0.0270981318363	-1.40270597924694	1.40270597924694
4	c_lp_do_0153	c_lp_sm_0161	c_ll_vl_0113	cat_autosomes	-0.0415889427775	26974	29315	0.0284186467925	-1.46343853319841	1.46343853319841
4	c_lp_do_0153	c_lp_sm_0161	c_ll_ya_0138	cat_autosomes	-0.0393753238102	25958	28086	0.0284913889512	-1.38200787183952	1.38200787183952
4	c_lp_do_0153	c_lp_sm_0161	c_ll_ya_0146	cat_autosomes	-0.0390397860663	30904	33415	0.0260013051789	-1.50145486150367	1.50145486150367
4	c_lp_do_0153	c_lp_sm_0185	a_ll_pv_0223	cat_autosomes	-0.00859038104882	43567	44322	0.0264020176518	-0.32536835487777	0.32536835487777
4	c_lp_do_0153	c_lp_sm_0185	c_ll_ba_0227	cat_autosomes	-0.0106765607845	52262	53390	0.0232057216355	-0.460083118818725	0.460083118818725
4	c_lp_do_0153	c_lp_sm_0185	c_ll_ba_0229	cat_autosomes	-0.00998413236107	55529	56649	0.0225996325075	-0.441782951902277	0.441782951902277
4	c_lp_do_0153	c_lp_sm_0185	c_ll_ca_0241	cat_autosomes	-0.0101987080466	56387	57549	0.0223610903549	-0.456091714882103	0.456091714882103
4	c_lp_do_0153	c_lp_sm_0185	c_ll_ca_0242	cat_autosomes	-0.0137438925797	56116	57680	0.0234498125833	-0.586098184404588	0.586098184404588
4	c_lp_do_0153	c_lp_sm_0185	c_ll_cr_0205	cat_autosomes	-0.00964702447132	44092	44951	0.0250876818082	-0.384532319290132	0.384532319290132
4	c_lp_do_0153	c_lp_sm_0185	c_ll_ki_0090	cat_autosomes	-0.0107044711014	56699	57926	0.0232816028655	-0.459782393988968	0.459782393988968
4	c_lp_do_0153	c_lp_sm_0185	c_ll_ki_0091	cat_autosomes	-0.00655016833475	43377	43949	0.0253456226094	-0.258433909306324	0.258433909306324
4	c_lp_do_0153	c_lp_sm_0185	c_ll_vl_0112	cat_autosomes	-0.00848099219953	58280	59277	0.0220551411934	-0.384535837932787	0.384535837932787
4	c_lp_do_0153	c_lp_sm_0185	c_ll_vl_0113	cat_autosomes	-0.0154396229482	45435	46860	0.0249125279068	-0.619753362884771	0.619753362884771
4	c_lp_do_0153	c_lp_sm_0185	c_ll_ya_0138	cat_autosomes	-0.00745562403342	43000	43646	0.0251241852346	-0.296750878239523	0.296750878239523
4	c_lp_do_0153	c_lp_sm_0185	c_ll_ya_0146	cat_autosomes	-0.0128725339303	56440	57912	0.0209844409097	-0.613432303757481	0.613432303757481
4	c_lp_do_0153	c_lp_sm_0186	a_ll_pv_0223	cat_autosomes	-0.00664198234121	43596	44179	0.0261450269906	-0.254043812752536	0.254043812752536
4	c_lp_do_0153	c_lp_sm_0186	c_ll_ba_0227	cat_autosomes	-0.000739112307167	52727	52805	0.0237201763356	-0.031159646400171	0.031159646400171
4	c_lp_do_0153	c_lp_sm_0186	c_ll_ba_0229	cat_autosomes	-0.00583634982348	55616	56269	0.0230227691493	-0.253503381180254	0.253503381180254
4	c_lp_do_0153	c_lp_sm_0186	c_ll_ca_0241	cat_autosomes	-0.00770508078474	56472	57349	0.0224379896322	-0.343394435555078	0.343394435555078
4	c_lp_do_0153	c_lp_sm_0186	c_ll_ca_0242	cat_autosomes	-0.0094602703943	56122	57194	0.0234204143705	-0.403932665094774	0.403932665094774
4	c_lp_do_0153	c_lp_sm_0186	c_ll_cr_0205	cat_autosomes	-0.00337457817773	44300	44600	0.0243632770635	-0.138510848476359	0.138510848476359
4	c_lp_do_0153	c_lp_sm_0186	c_ll_ki_0090	cat_autosomes	-0.00893769821508	56718	57741	0.0234141978418	-0.381721307536065	0.381721307536065
4	c_lp_do_0153	c_lp_sm_0186	c_ll_ki_0091	cat_autosomes	-0.00393750502233	43384	43727	0.0250541927041	-0.157159524908007	0.157159524908007
4	c_lp_do_0153	c_lp_sm_0186	c_ll_vl_0112	cat_autosomes	-0.000961039623749	58734	58847	0.0220142326296	-0.043655376951764	0.043655376951764
4	c_lp_do_0153	c_lp_sm_0186	c_ll_vl_0113	cat_autosomes	-0.00436415745706	45856	46258	0.0251121755295	-0.173786514510991	0.173786514510991
4	c_lp_do_0153	c_lp_sm_0186	c_ll_ya_0138	cat_autosomes	0.000254918773609	43162	43140	0.0257334123183	0.009906139553351	0.009906139553351
4	c_lp_do_0153	c_lp_sm_0186	c_ll_ya_0146	cat_autosomes	-0.00494613337986	57034	57601	0.0209304181104	-0.236313166501072	0.236313166501072
4	c_lp_do_0153	c_lp_sm_0206	a_ll_pv_0223	cat_autosomes	0.0101311578703	30460	29849	0.0340331721165	0.297684795164545	0.297684795164545
4	c_lp_do_0153	c_lp_sm_0206	c_ll_ba_0227	cat_autosomes	0.0110739975884	36475	35676	0.0300858017922	0.368080520668425	0.368080520668425
4	c_lp_do_0153	c_lp_sm_0206	c_ll_ba_0229	cat_autosomes	0.0093914451491	37403	36707	0.0301830895029	0.311149233023268	0.311149233023268
4	c_lp_do_0153	c_lp_sm_0206	c_ll_ca_0241	cat_autosomes	0.00223378499485	37464	37297	0.0294867721843	0.075755494053003	0.075755494053003
4	c_lp_do_0153	c_lp_sm_0206	c_ll_ca_0242	cat_autosomes	0.000792297259189	37263	37204	0.0308918360231	0.025647464223122	0.025647464223122
4	c_lp_do_0153	c_lp_sm_0206	c_ll_cr_0205	cat_autosomes	0.00630017753617	32025	31624	0.0297850757419	0.211521286390662	0.211521286390662
4	c_lp_do_0153	c_lp_sm_0206	c_ll_ki_0090	cat_autosomes	0.00354671165367	37774	37507	0.0309526809112	0.114584958370654	0.114584958370654
4	c_lp_do_0153	c_lp_sm_0206	c_ll_ki_0091	cat_autosomes	0.0127606498657	31667	30869	0.0310351258134	0.411167976003189	0.411167976003189
4	c_lp_do_0153	c_lp_sm_0206	c_ll_vl_0112	cat_autosomes	0.00733903706544	38089	37534	0.0293383824468	0.250151387137585	0.250151387137585
4	c_lp_do_0153	c_lp_sm_0206	c_ll_vl_0113	cat_autosomes	0.00561453028165	32777	32411	0.0313660976035	0.178999962080826	0.178999962080826
4	c_lp_do_0153	c_lp_sm_0206	c_ll_ya_0138	cat_autosomes	0.010617745206	31648	30983	0.0308758079439	0.34388558269607	0.34388558269607
4	c_lp_do_0153	c_lp_sm_0206	c_ll_ya_0146	cat_autosomes	0.00275171478812	37352	37147	0.0278770840888	0.098708845564861	0.098708845564861
4	c_lp_do_0153	c_lp_sm_0208	a_ll_pv_0223	cat_autosomes	-0.00719985092073	29302	29727	0.0324743142192	-0.221709098216251	0.221709098216251
4	c_lp_do_0153	c_lp_sm_0208	c_ll_ba_0227	cat_autosomes	-0.0089920086918	34661	35290	0.0289952562505	-0.310119993909174	0.310119993909174
4	c_lp_do_0153	c_lp_sm_0208	c_ll_ba_0229	cat_autosomes	-0.0126332741004	35561	36471	0.0290273494659	-0.435219692216163	0.435219692216163
4	c_lp_do_0153	c_lp_sm_0208	c_ll_ca_0241	cat_autosomes	-0.00973118797572	35973	36680	0.0285189479877	-0.341218335960954	0.341218335960954
4	c_lp_do_0153	c_lp_sm_0208	c_ll_ca_0242	cat_autosomes	-0.0163032965818	35599	36779	0.0303214458295	-0.537682031176046	0.537682031176046
4	c_lp_do_0153	c_lp_sm_0208	c_ll_cr_0205	cat_autosomes	-0.00957323362558	30727	31321	0.0288158370236	-0.332221257974897	0.332221257974897
4	c_lp_do_0153	c_lp_sm_0208	c_ll_ki_0090	cat_autosomes	-0.0131523122613	36053	37014	0.0301984969305	-0.435528705007049	0.435528705007049
4	c_lp_do_0153	c_lp_sm_0208	c_ll_ki_0091	cat_autosomes	-0.00852403121107	30242	30762	0.0299425082787	-0.284679931678726	0.284679931678726
4	c_lp_do_0153	c_lp_sm_0208	c_ll_vl_0112	cat_autosomes	-0.00745731400861	36535	37084	0.0286690395603	-0.260117329460058	0.260117329460058
4	c_lp_do_0153	c_lp_sm_0208	c_ll_vl_0113	cat_autosomes	-0.0129755883	31416	32242	0.030408571403	-0.426708250382321	0.426708250382321
4	c_lp_do_0153	c_lp_sm_0208	c_ll_ya_0138	cat_autosomes	-0.00668962124939	30291	30699	0.0301993336199	-0.221515525262512	0.221515525262512
4	c_lp_do_0153	c_lp_sm_0208	c_ll_ya_0146	cat_autosomes	-0.0125468605182	35691	36598	0.0270397840716	-0.464014819237333	0.464014819237333
4	c_lp_do_0153	c_lp_sm_0213	a_ll_pv_0223	cat_autosomes	-0.0157534719823	28490	29402	0.0327202751719	-0.481459031121749	0.481459031121749
4	c_lp_do_0153	c_lp_sm_0213	c_ll_ba_0227	cat_autosomes	-0.0180336899481	33869	35113	0.0290718208576	-0.62031511670469	0.62031511670469
4	c_lp_do_0153	c_lp_sm_0213	c_ll_ba_0229	cat_autosomes	-0.0176265541427	34805	36054	0.0287491559581	-0.613115535231349	0.613115535231349
4	c_lp_do_0153	c_lp_sm_0213	c_ll_ca_0241	cat_autosomes	-0.0187744823727	35069	36411	0.0282833256651	-0.663800381716307	0.663800381716307
4	c_lp_do_0153	c_lp_sm_0213	c_ll_ca_0242	cat_autosomes	-0.0207786741494	34897	36378	0.0294505256565	-0.705545102717511	0.705545102717511
4	c_lp_do_0153	c_lp_sm_0213	c_ll_cr_0205	cat_autosomes	-0.0170451754458	30016	31057	0.0290846822418	-0.586053349460458	0.586053349460458
4	c_lp_do_0153	c_lp_sm_0213	c_ll_ki_0090	cat_autosomes	-0.0217129238316	35301	36868	0.0299971315962	-0.723833335929712	0.723833335929712
4	c_lp_do_0153	c_lp_sm_0213	c_ll_ki_0091	cat_autosomes	-0.0116100620538	29626	30322	0.0297173006832	-0.390683601366374	0.390683601366374
4	c_lp_do_0153	c_lp_sm_0213	c_ll_vl_0112	cat_autosomes	-0.0136873237499	35850	36845	0.0284167077707	-0.481664655186157	0.481664655186157
4	c_lp_do_0153	c_lp_sm_0213	c_ll_vl_0113	cat_autosomes	-0.0161610343062	30743	31753	0.0298081035844	-0.542169154117467	0.542169154117467
4	c_lp_do_0153	c_lp_sm_0213	c_ll_ya_0138	cat_autosomes	-0.016402733789	29503	30487	0.029616775575	-0.553832531413238	0.553832531413238
4	c_lp_do_0153	c_lp_sm_0213	c_ll_ya_0146	cat_autosomes	-0.0179290979291	34974	36251	0.0269044354453	-0.666399336479371	0.666399336479371
4	c_lp_do_0153	c_lp_sm_0226	a_ll_pv_0223	cat_autosomes	-0.00817611110186	29781	30272	0.0307609271499	-0.265795340368555	0.265795340368555
4	c_lp_do_0153	c_lp_sm_0226	c_ll_ba_0227	cat_autosomes	-0.00833473177826	35456	36052	0.0270748313262	-0.307840579977855	0.307840579977855
4	c_lp_do_0153	c_lp_sm_0226	c_ll_ba_0229	cat_autosomes	-0.0119007232709	36408	37285	0.0271452839515	-0.438408501902681	0.438408501902681
4	c_lp_do_0153	c_lp_sm_0226	c_ll_ca_0241	cat_autosomes	-0.00896800603253	36799	37465	0.0269547779196	-0.332705617507944	0.332705617507944
4	c_lp_do_0153	c_lp_sm_0226	c_ll_ca_0242	cat_autosomes	-0.0146703556245	36504	37591	0.0282563105895	-0.519188645595914	0.519188645595914
4	c_lp_do_0153	c_lp_sm_0226	c_ll_cr_0205	cat_autosomes	-0.00953613944236	31367	31971	0.0272380102984	-0.350104113255298	0.350104113255298
4	c_lp_do_0153	c_lp_sm_0226	c_ll_ki_0090	cat_autosomes	-0.0153390599157	36911	38061	0.0284405931565	-0.539336849667438	0.539336849667438
4	c_lp_do_0153	c_lp_sm_0226	c_ll_ki_0091	cat_autosomes	-0.00789575041726	30910	31402	0.0285215753499	-0.276834302467366	0.276834302467366
4	c_lp_do_0153	c_lp_sm_0226	c_ll_vl_0112	cat_autosomes	-0.0110444432645	37250	38082	0.0264231081462	-0.417984258452514	0.417984258452514
4	c_lp_do_0153	c_lp_sm_0226	c_ll_vl_0113	cat_autosomes	-0.0140593204662	31978	32890	0.0279361019093	-0.503267081135597	0.503267081135597
4	c_lp_do_0153	c_lp_sm_0226	c_ll_ya_0138	cat_autosomes	-0.00673329996286	30757	31174	0.0278278386466	-0.241962735531481	0.241962735531481
4	c_lp_do_0153	c_lp_sm_0226	c_ll_ya_0146	cat_autosomes	-0.0122573503604	36585	37493	0.025062179562	-0.489077589204769	0.489077589204769
4	c_lp_do_0153	c_lp_sm_0276	a_ll_pv_0223	cat_autosomes	0.00603051909109	30195	29833	0.030395171323	0.198403852605585	0.198403852605585
4	c_lp_do_0153	c_lp_sm_0276	c_ll_ba_0227	cat_autosomes	0.00304239819131	35936	35718	0.0269934031687	0.112708952342763	0.112708952342763
4	c_lp_do_0153	c_lp_sm_0276	c_ll_ba_0229	cat_autosomes	0.00186133717376	36870	36733	0.0268006431892	0.069451212816791	0.069451212816791
4	c_lp_do_0153	c_lp_sm_0276	c_ll_ca_0241	cat_autosomes	-0.000846216873296	37193	37256	0.0265139198189	-0.031915947512702	0.031915947512702
4	c_lp_do_0153	c_lp_sm_0276	c_ll_ca_0242	cat_autosomes	-0.00367989000768	36957	37230	0.0276082085881	-0.133289706064672	0.133289706064672
4	c_lp_do_0153	c_lp_sm_0276	c_ll_cr_0205	cat_autosomes	0.0012325390304	31681	31603	0.0267916217563	0.046004644347824	0.046004644347824
4	c_lp_do_0153	c_lp_sm_0276	c_ll_ki_0090	cat_autosomes	-0.00168112074716	37412	37538	0.0279531879308	-0.060140573279932	0.060140573279932
4	c_lp_do_0153	c_lp_sm_0276	c_ll_ki_0091	cat_autosomes	0.00531435197114	31213	30883	0.0278593123171	0.190756753456476	0.190756753456476
4	c_lp_do_0153	c_lp_sm_0276	c_ll_vl_0112	cat_autosomes	0.000503164640767	37780	37742	0.0260061482023	0.019347910996004	0.019347910996004
4	c_lp_do_0153	c_lp_sm_0276	c_ll_vl_0113	cat_autosomes	0.000339118907421	32448	32426	0.027490710466	0.01233576366971	0.01233576366971
4	c_lp_do_0153	c_lp_sm_0276	c_ll_ya_0138	cat_autosomes	0.00320497334557	31145	30946	0.0278133492383	0.115231478169362	0.115231478169362
4	c_lp_do_0153	c_lp_sm_0276	c_ll_ya_0146	cat_autosomes	0.00329935224962	37251	37006	0.0253315319135	0.130246850482093	0.130246850482093
4	c_lp_do_0153	c_lp_sm_0298	a_ll_pv_0223	cat_autosomes	-0.00505616071126	43980	44427	0.0259288073342	-0.195001669227992	0.195001669227992
4	c_lp_do_0153	c_lp_sm_0298	c_ll_ba_0227	cat_autosomes	-0.0060509104597	52811	53454	0.0233648460354	-0.258974976789159	0.258974976789159
4	c_lp_do_0153	c_lp_sm_0298	c_ll_ba_0229	cat_autosomes	-0.00640838658924	56204	56929	0.0226682459214	-0.282703240976848	0.282703240976848
4	c_lp_do_0153	c_lp_sm_0298	c_ll_ca_0241	cat_autosomes	-0.00736612973444	57002	57848	0.0220986833978	-0.333328895746492	0.333328895746492
4	c_lp_do_0153	c_lp_sm_0298	c_ll_ca_0242	cat_autosomes	-0.0127238002215	56604	58063	0.0229689476403	-0.553956603530914	0.553956603530914
4	c_lp_do_0153	c_lp_sm_0298	c_ll_cr_0205	cat_autosomes	-0.00572502012702	44460	44972	0.024254931992	-0.23603529908508	0.23603529908508
4	c_lp_do_0153	c_lp_sm_0298	c_ll_ki_0090	cat_autosomes	-0.00761842241647	57445	58327	0.0231335109539	-0.329324088835968	0.329324088835968
4	c_lp_do_0153	c_lp_sm_0298	c_ll_ki_0091	cat_autosomes	-0.000238687898524	43980	44001	0.0251460299013	-0.009492070893929	0.009492070893929
4	c_lp_do_0153	c_lp_sm_0298	c_ll_vl_0112	cat_autosomes	-0.00265765083851	59293	59609	0.0215108670613	-0.123549219607765	0.123549219607765
4	c_lp_do_0153	c_lp_sm_0298	c_ll_vl_0113	cat_autosomes	-0.00967641467894	46106	47007	0.0245451803659	-0.394228705378886	0.394228705378886
4	c_lp_do_0153	c_lp_sm_0298	c_ll_ya_0138	cat_autosomes	-0.0025664527956	43528	43752	0.0248816577902	-0.103146374620217	0.103146374620217
4	c_lp_do_0153	c_lp_sm_0298	c_ll_ya_0146	cat_autosomes	-0.00361840116756	57689	58108	0.0208597286578	-0.173463482048075	0.173463482048075
4	c_lp_do_0153	c_lp_sm_0320	a_ll_pv_0223	cat_autosomes	-0.00415438001988	30563	30818	0.0303690252055	-0.136796620628034	0.136796620628034
4	c_lp_do_0153	c_lp_sm_0320	c_ll_ba_0227	cat_autosomes	-0.00293527379961	36516	36731	0.0269260318019	-0.109012491005187	0.109012491005187
4	c_lp_do_0153	c_lp_sm_0320	c_ll_ba_0229	cat_autosomes	-0.00549844609132	37440	37854	0.0267687092707	-0.205405723365915	0.205405723365915
4	c_lp_do_0153	c_lp_sm_0320	c_ll_ca_0241	cat_autosomes	-0.00665024954897	37716	38221	0.0267434193878	-0.248668633301385	0.248668633301385
4	c_lp_do_0153	c_lp_sm_0320	c_ll_ca_0242	cat_autosomes	-0.0117777983863	37296	38185	0.0279808196341	-0.420923995090783	0.420923995090783
4	c_lp_do_0153	c_lp_sm_0320	c_ll_cr_0205	cat_autosomes	-0.00275175463006	32254	32432	0.0274377354563	-0.100290879852046	0.100290879852046
4	c_lp_do_0153	c_lp_sm_0320	c_ll_ki_0090	cat_autosomes	-0.00857565561214	37862	38517	0.0279335563746	-0.30700192618287	0.30700192618287
4	c_lp_do_0153	c_lp_sm_0320	c_ll_ki_0091	cat_autosomes	-0.00601669554261	31554	31936	0.0278839773417	-0.215776087782575	0.215776087782575
4	c_lp_do_0153	c_lp_sm_0320	c_ll_vl_0112	cat_autosomes	-0.00321167123929	38330	38577	0.0266924694854	-0.120321247947729	0.120321247947729
4	c_lp_do_0153	c_lp_sm_0320	c_ll_vl_0113	cat_autosomes	-0.00530283573295	32920	33271	0.0283209381643	-0.187240821691228	0.187240821691228
4	c_lp_do_0153	c_lp_sm_0320	c_ll_ya_0138	cat_autosomes	-0.00179901527585	31627	31741	0.0281300934568	-0.063953405580141	0.063953405580141
4	c_lp_do_0153	c_lp_sm_0320	c_ll_ya_0146	cat_autosomes	-0.00803758793174	37580	38189	0.0251443418541	-0.319657916615121	0.319657916615121
4	c_lp_do_0153	c_lp_sm_0325	a_ll_pv_0223	cat_autosomes	-0.0071907792878	28856	29274	0.0319672953298	-0.224941747921249	0.224941747921249
4	c_lp_do_0153	c_lp_sm_0325	c_ll_ba_0227	cat_autosomes	-0.00553012691858	34437	34820	0.0282602867925	-0.195685449308591	0.195685449308591
4	c_lp_do_0153	c_lp_sm_0325	c_ll_ba_0229	cat_autosomes	-0.0106506882955	35252	36011	0.0276183145949	-0.385638604372577	0.385638604372577
4	c_lp_do_0153	c_lp_sm_0325	c_ll_ca_0241	cat_autosomes	-0.00923635855516	35452	36113	0.0276885340726	-0.333580626946231	0.333580626946231
4	c_lp_do_0153	c_lp_sm_0325	c_ll_ca_0242	cat_autosomes	-0.0110623501535	35267	36056	0.0292622194807	-0.378042074381822	0.378042074381822
4	c_lp_do_0153	c_lp_sm_0325	c_ll_cr_0205	cat_autosomes	-0.00696562861944	30437	30864	0.0280865072908	-0.248006224032052	0.248006224032052
4	c_lp_do_0153	c_lp_sm_0325	c_ll_ki_0090	cat_autosomes	-0.0166992336368	35477	36682	0.0292723889803	-0.570477307063609	0.570477307063609
4	c_lp_do_0153	c_lp_sm_0325	c_ll_ki_0091	cat_autosomes	-0.00620767494357	29937	30311	0.0292368489424	-0.212323665789013	0.212323665789013
4	c_lp_do_0153	c_lp_sm_0325	c_ll_vl_0112	cat_autosomes	-0.008086104595	35942	36528	0.0271000906727	-0.29837924502392	0.29837924502392
4	c_lp_do_0153	c_lp_sm_0325	c_ll_vl_0113	cat_autosomes	-0.0114495295806	30996	31714	0.0288131356743	-0.397371869206601	0.397371869206601
4	c_lp_do_0153	c_lp_sm_0325	c_ll_ya_0138	cat_autosomes	-0.0102332103567	29645	30258	0.0289103375601	-0.353963710573312	0.353963710573312
4	c_lp_do_0153	c_lp_sm_0325	c_ll_ya_0146	cat_autosomes	-0.0115283867262	35283	36106	0.0258564090017	-0.445861864477857	0.445861864477857
4	c_lp_do_0153	c_lp_sm_0359	a_ll_pv_0223	cat_autosomes	-0.0198524011895	40707	42356	0.0277053991273	-0.716553517178465	0.716553517178465
4	c_lp_do_0153	c_lp_sm_0359	c_ll_ba_0227	cat_autosomes	-0.0248007354353	48267	50722	0.0248935472802	-0.996271650486155	0.996271650486155
4	c_lp_do_0153	c_lp_sm_0359	c_ll_ba_0229	cat_autosomes	-0.0273137654521	51067	53935	0.0242095132316	-1.12822447898077	1.12822447898077
4	c_lp_do_0153	c_lp_sm_0359	c_ll_ca_0241	cat_autosomes	-0.027822410148	51732	54693	0.0233323544031	-1.19243903411237	1.19243903411237
4	c_lp_do_0153	c_lp_sm_0359	c_ll_ca_0242	cat_autosomes	-0.0313653831663	51419	54749	0.0245030148173	-1.28006220459676	1.28006220459676
4	c_lp_do_0153	c_lp_sm_0359	c_ll_cr_0205	cat_autosomes	-0.0223636104648	41180	43064	0.0255856926622	-0.874067032699089	0.874067032699089
4	c_lp_do_0153	c_lp_sm_0359	c_ll_ki_0090	cat_autosomes	-0.0256175663312	52185	54929	0.0244519036276	-1.0476716545817	1.0476716545817
4	c_lp_do_0153	c_lp_sm_0359	c_ll_ki_0091	cat_autosomes	-0.0228552100698	40445	42337	0.0262312043383	-0.871298541044464	0.871298541044464
4	c_lp_do_0153	c_lp_sm_0359	c_ll_vl_0112	cat_autosomes	-0.0187731936258	53940	56004	0.0226415725839	-0.829147072546951	0.829147072546951
4	c_lp_do_0153	c_lp_sm_0359	c_ll_vl_0113	cat_autosomes	-0.0261677728062	42332	44607	0.0260040161668	-1.00629735954437	1.00629735954437
4	c_lp_do_0153	c_lp_sm_0359	c_ll_ya_0138	cat_autosomes	-0.0239212293294	40049	42012	0.0263983750163	-0.906162948084097	0.906162948084097
4	c_lp_do_0153	c_lp_sm_0359	c_ll_ya_0146	cat_autosomes	-0.0257932998855	52330	55101	0.0218157468869	-1.18232486007566	1.18232486007566
4	c_lp_do_0153	c_lp_sm_0450	a_ll_pv_0223	cat_autosomes	-0.0123207432842	29340	30072	0.0317162465889	-0.388467886629182	0.388467886629182
4	c_lp_do_0153	c_lp_sm_0450	c_ll_ba_0227	cat_autosomes	-0.0126917870036	35006	35906	0.0284359768869	-0.446328503292845	0.446328503292845
4	c_lp_do_0153	c_lp_sm_0450	c_ll_ba_0229	cat_autosomes	-0.014043372047	36122	37151	0.0282937468383	-0.496341899404787	0.496341899404787
4	c_lp_do_0153	c_lp_sm_0450	c_ll_ca_0241	cat_autosomes	-0.011786726708	36429	37298	0.0280594862047	-0.42006210028271	0.42006210028271
4	c_lp_do_0153	c_lp_sm_0450	c_ll_ca_0242	cat_autosomes	-0.0192043709311	36082	37495	0.0293112373794	-0.655187997781249	0.655187997781249
4	c_lp_do_0153	c_lp_sm_0450	c_ll_cr_0205	cat_autosomes	-0.0135098405999	30851	31696	0.0295374662609	-0.457379806398071	0.457379806398071
4	c_lp_do_0153	c_lp_sm_0450	c_ll_ki_0090	cat_autosomes	-0.0185823548422	36442	37822	0.0294278393082	-0.631454951469103	0.631454951469103
4	c_lp_do_0153	c_lp_sm_0450	c_ll_ki_0091	cat_autosomes	-0.0107830718763	30457	31121	0.0298036911754	-0.361803234802015	0.361803234802015
4	c_lp_do_0153	c_lp_sm_0450	c_ll_vl_0112	cat_autosomes	-0.0161636197931	36703	37909	0.027756813184	-0.582329811637644	0.582329811637644
4	c_lp_do_0153	c_lp_sm_0450	c_ll_vl_0113	cat_autosomes	-0.0159830180433	31522	32546	0.0293360133064	-0.544825838342973	0.544825838342973
4	c_lp_do_0153	c_lp_sm_0450	c_ll_ya_0138	cat_autosomes	-0.0146088825915	30252	31149	0.0296570306084	-0.492594244663261	0.492594244663261
4	c_lp_do_0153	c_lp_sm_0450	c_ll_ya_0146	cat_autosomes	-0.0179233030282	35917	37228	0.0263537245862	-0.680105120229778	0.680105120229778
4	c_lp_do_0162	c_lp_do_0163	a_ll_pv_0223	cat_autosomes	0.0285980245126	9945	9392	0.0459541155174	0.622316939203665	0.622316939203665
4	c_lp_do_0162	c_lp_do_0163	c_ll_ba_0227	cat_autosomes	0.0282417248709	11851	11200	0.0393896022496	0.716984261276383	0.716984261276383
4	c_lp_do_0162	c_lp_do_0163	c_ll_ba_0229	cat_autosomes	0.0304596483796	12162	11443	0.039872206368	0.763931850133225	0.763931850133225
4	c_lp_do_0162	c_lp_do_0163	c_ll_ca_0241	cat_autosomes	0.0262405382675	12202	11578	0.0405248588872	0.647517079344802	0.647517079344802
4	c_lp_do_0162	c_lp_do_0163	c_ll_ca_0242	cat_autosomes	0.0379468996665	12295	11396	0.0419194759008	0.905233160746072	0.905233160746072
4	c_lp_do_0162	c_lp_do_0163	c_ll_cr_0205	cat_autosomes	0.0354966631202	10706	9972	0.0399915788859	0.887603443251779	0.887603443251779
4	c_lp_do_0162	c_lp_do_0163	c_ll_ki_0090	cat_autosomes	0.0309381237525	12396	11652	0.0413122176818	0.748885571595197	0.748885571595197
4	c_lp_do_0162	c_lp_do_0163	c_ll_ki_0091	cat_autosomes	0.027847355238	10464	9897	0.0404307911987	0.688766022439239	0.688766022439239
